USD/ZAR,,,,,単純移動平均,,
日付,始値,高値,安値,終値,期間A[5],期間C[25],
2020/05/28 16:00,17.3673,17.4728,17.3540,17.4306,17.3703,17.4901,
2020/05/28 12:00,17.3131,17.3780,17.2930,17.3665,17.3745,17.4986,
2020/05/28 08:00,17.3558,17.3629,17.3082,17.3116,17.3751,17.5123,
2020/05/28 04:00,17.3946,17.4014,17.3433,17.3527,17.4039,17.5244,
2020/05/28 00:00,17.4510,17.4673,17.3815,17.3899,17.4110,17.5337,
2020/05/27 20:00,17.3708,17.4853,17.3450,17.4519,17.4096,17.5413,
2020/05/27 16:00,17.4552,17.5314,17.3677,17.3696,17.3886,17.5501,
2020/05/27 12:00,17.3904,17.4998,17.3607,17.4553,17.3867,17.5716,
2020/05/27 08:00,17.3855,17.4189,17.3703,17.3884,17.3766,17.5939,
2020/05/27 04:00,17.3480,17.4192,17.3307,17.3828,17.3967,17.6182,
2020/05/27 00:00,17.3595,17.4249,17.3213,17.3470,17.4362,17.6385,
2020/05/26 20:00,17.4057,17.4370,17.3541,17.3598,17.4876,17.6602,
2020/05/26 16:00,17.4893,17.5083,17.3897,17.4052,17.5423,17.6835,
2020/05/26 12:00,17.5780,17.5840,17.4522,17.4886,17.5945,17.7082,
2020/05/26 08:00,17.6146,17.6366,17.5695,17.5806,17.6149,17.7411,
2020/05/26 04:00,17.6313,17.6350,17.5966,17.6038,17.6175,17.7697,
2020/05/26 00:00,17.6680,17.6759,17.6080,17.6333,17.6114,17.7987,
2020/05/25 20:00,17.5903,17.7255,17.5903,17.6661,17.6036,17.8229,
2020/05/25 16:00,17.5948,17.6592,17.5574,17.5909,17.5891,17.8450,
2020/05/25 12:00,17.5750,17.5971,17.5225,17.5936,17.5947,17.8697,
2020/05/25 08:00,17.5976,17.5976,17.5514,17.5730,17.6171,17.8960,
2020/05/25 04:00,17.6027,17.6058,17.5877,17.5946,17.6310,17.9273,
2020/05/23 04:00,17.6202,17.6250,17.5858,17.5934,17.6537,17.9568,
2020/05/23 00:00,17.7058,17.7294,17.5907,17.6190,17.6581,17.9876,
2020/05/22 20:00,17.6429,17.8041,17.6010,17.7055,17.6511,18.0190,
2020/05/22 16:00,17.7078,17.8742,17.6370,17.6423,17.6262,18.0499,
2020/05/22 12:00,17.6168,17.7196,17.6150,17.7085,17.6321,18.0821,
2020/05/22 08:00,17.5825,17.6230,17.5457,17.6154,17.6714,18.1138,
2020/05/22 04:00,17.5818,17.6104,17.5592,17.5839,17.7509,18.1522,
2020/05/22 00:00,17.6713,17.7251,17.5556,17.5808,17.8333,18.1927,
2020/05/21 20:00,17.9064,17.9075,17.5104,17.6719,17.8955,18.2332,
2020/05/21 16:00,18.0130,18.0375,17.8785,17.9052,17.9388,18.2687,
2020/05/21 12:00,17.9958,18.0436,17.9698,18.0129,17.9466,18.2933,
2020/05/21 08:00,17.8896,17.9966,17.8891,17.9958,17.9482,18.3108,
2020/05/21 04:00,17.8875,17.9329,17.8781,17.8917,18.0114,18.3290,
2020/05/21 00:00,17.9447,17.9825,17.8882,17.8882,18.0921,18.3506,
2020/05/20 20:00,18.0194,18.0548,17.9231,17.9443,18.1802,18.3763,
2020/05/20 16:00,18.3112,18.3112,17.9679,18.0210,18.2389,18.4027,
2020/05/20 12:00,18.2974,18.3510,18.2615,18.3117,18.2789,18.4285,
2020/05/20 08:00,18.3291,18.3321,18.2636,18.2951,18.2578,18.4385,
2020/05/20 04:00,18.2383,18.3474,18.2381,18.3291,18.2493,18.4472,
2020/05/20 00:00,18.2215,18.2752,18.2132,18.2374,18.2546,18.4531,
2020/05/19 20:00,18.2060,18.2912,18.1743,18.2210,18.2732,18.4672,
2020/05/19 16:00,18.2562,18.3090,18.1892,18.2066,18.3019,18.4765,
2020/05/19 12:00,18.3576,18.3712,18.2485,18.2523,18.3415,18.4829,
2020/05/19 08:00,18.3306,18.3663,18.2982,18.3555,18.3864,18.4893,
2020/05/19 04:00,18.3637,18.3674,18.3166,18.3306,18.4046,18.4903,
2020/05/19 00:00,18.4038,18.4312,18.3362,18.3643,18.4388,18.4935,
2020/05/18 20:00,18.4298,18.4751,18.3338,18.4048,18.4812,18.4931,
2020/05/18 16:00,18.4467,18.5482,18.3932,18.4768,18.5193,18.4861,
2020/05/18 12:00,18.5025,18.5429,18.4165,18.4466,18.5427,18.4779,
2020/05/18 08:00,18.5743,18.5832,18.4973,18.5014,18.5655,18.4792,
2020/05/18 04:00,18.5575,18.5790,18.5466,18.5765,18.5690,18.4768,
2020/05/16 04:00,18.5909,18.6015,18.5882,18.5951,18.5440,18.4684,
2020/05/16 00:00,18.5606,18.6018,18.5035,18.5939,18.5149,18.4605,
2020/05/15 20:00,18.5185,18.6145,18.4351,18.5607,18.4825,18.4515,
2020/05/15 16:00,18.4521,18.5290,18.3401,18.5188,18.4767,18.4453,
2020/05/15 12:00,18.4513,18.4834,18.4311,18.4516,18.4937,18.4338,
2020/05/15 08:00,18.4340,18.4605,18.4223,18.4493,18.5363,18.4256,
2020/05/15 04:00,18.5313,18.5395,18.4175,18.4319,18.5589,18.4209,
2020/05/15 00:00,18.6030,18.6244,18.5165,18.5320,18.5751,18.4178,
2020/05/14 20:00,18.6642,18.7505,18.5730,18.6038,18.5639,18.4101,
2020/05/14 16:00,18.5582,18.6783,18.4597,18.6646,18.5612,18.3987,
2020/05/14 12:00,18.5106,18.5934,18.4643,18.5624,18.5191,18.3900,
2020/05/14 08:00,18.4788,18.5388,18.4636,18.5127,18.4797,18.3903,
2020/05/14 04:00,18.5904,18.5904,18.4702,18.4759,18.4596,18.3904,
2020/05/14 00:00,18.4521,18.5930,18.4180,18.5906,18.4405,18.3931,
2020/05/13 20:00,18.3662,18.4623,18.2541,18.4538,18.4048,18.3934,
2020/05/13 16:00,18.4118,18.5296,18.3473,18.3654,18.3847,18.4009,
2020/05/13 12:00,18.3824,18.4123,18.3021,18.4123,18.3580,18.4111,
2020/05/13 08:00,18.4135,18.4566,18.3786,18.3805,18.3299,18.4225,
2020/05/13 04:00,18.3509,18.4468,18.3452,18.4121,18.3495,18.4332,
2020/05/13 00:00,18.2311,18.3673,18.2160,18.3532,18.3554,18.4478,
2020/05/12 20:00,18.2713,18.3177,18.1687,18.2318,18.3581,18.4612,
2020/05/12 16:00,18.4794,18.4988,18.2648,18.2717,18.3911,18.4822,
2020/05/12 12:00,18.4444,18.5205,18.3953,18.4786,18.4107,18.4927,
2020/05/12 08:00,18.3685,18.4737,18.3668,18.4418,18.3958,18.4879,
2020/05/12 04:00,18.3981,18.4352,18.3461,18.3665,18.3537,18.4911,
2020/05/12 00:00,18.3697,18.4407,18.3395,18.3968,18.3298,18.4956,
2020/05/11 20:00,18.4031,18.4553,18.3409,18.3697,18.3166,18.4963,
2020/05/11 16:00,18.2324,18.4285,18.2121,18.4041,18.3137,18.4965,
2020/05/11 12:00,18.2446,18.2957,18.2058,18.2315,18.3006,18.4948,
2020/05/11 08:00,18.3310,18.3405,18.2367,18.2471,18.3181,18.5021,
2020/05/11 04:00,18.3225,18.3325,18.3207,18.3306,18.3583,18.5109,
2020/05/09 04:00,18.3367,18.3588,18.3293,18.3552,18.4062,18.5165,
2020/05/09 00:00,18.3205,18.3938,18.2930,18.3386,18.4383,18.5267,
2020/05/08 20:00,18.4486,18.4853,18.3037,18.3192,18.4792,18.5398,
2020/05/08 16:00,18.5714,18.5714,18.4273,18.4480,18.5347,18.5546,
2020/05/08 12:00,18.5183,18.5794,18.5101,18.5702,18.5737,18.5696,
2020/05/08 08:00,18.5422,18.5707,18.5050,18.5157,18.5836,18.5814,
2020/05/08 04:00,18.5989,18.6558,18.5429,18.5429,18.6201,18.5935,
2020/05/08 00:00,18.6423,18.6480,18.5215,18.5969,18.6410,18.6044,
2020/05/07 20:00,18.6197,18.6968,18.5122,18.6429,18.6771,18.6147,
2020/05/07 16:00,18.7051,18.7251,18.5314,18.6196,18.6862,18.6231,
2020/05/07 12:00,18.6475,18.7798,18.6304,18.6981,18.7135,18.6292,
2020/05/07 08:00,18.7752,18.8147,18.6343,18.6475,18.6808,18.6286,
2020/05/07 04:00,18.6871,18.7952,18.6537,18.7775,18.6227,18.6307,
2020/05/07 00:00,18.7566,18.8277,18.6439,18.6885,18.5718,18.6199,
2020/05/06 20:00,18.5351,18.7719,18.5112,18.7557,18.5300,18.6127,
2020/05/06 16:00,18.3585,18.5850,18.3509,18.5346,18.4615,18.5972,
2020/05/06 12:00,18.5245,18.5293,18.3352,18.3571,18.4295,18.5794,
2020/05/06 08:00,18.4796,18.5530,18.4610,18.5232,18.4306,18.5697,
2020/05/06 04:00,18.4114,18.5149,18.4113,18.4796,18.4086,18.5567,
2020/05/06 00:00,18.3735,18.5291,18.3573,18.4132,18.4063,18.5436,
2020/05/05 20:00,18.3633,18.4477,18.2663,18.3746,18.4178,18.5328,
2020/05/05 16:00,18.4140,18.4451,18.3169,18.3624,18.4650,18.5291,
2020/05/05 12:00,18.4705,18.4804,18.3645,18.4131,18.5257,18.5355,
2020/05/05 08:00,18.4708,18.5003,18.4433,18.4680,18.5806,18.5401,
2020/05/05 04:00,18.6092,18.6179,18.4626,18.4708,18.6518,18.5438,
2020/05/05 00:00,18.6669,18.7164,18.6036,18.6107,18.7308,18.5487,
2020/05/04 20:00,18.6877,18.7193,18.5967,18.6657,18.7721,18.5499,
2020/05/04 16:00,18.8250,18.8999,18.6695,18.6878,18.8019,18.5504,
2020/05/04 12:00,18.8681,18.9517,18.8213,18.8240,18.8356,18.5456,
2020/05/04 08:00,18.8393,18.9376,18.8251,18.8659,18.8414,18.5472,
2020/05/04 04:00,18.8156,18.8581,18.8156,18.8169,18.8222,18.5452,
2020/05/02 04:00,18.8550,18.8573,18.8103,18.8148,18.7959,18.5433,
2020/05/02 00:00,18.8538,18.8769,18.7680,18.8564,18.7725,18.5419,
2020/05/01 20:00,18.7734,18.8691,18.7229,18.8528,18.7028,18.5417,
2020/05/01 16:00,18.6845,18.8791,18.6425,18.7701,18.6340,18.5405,
2020/05/01 12:00,18.6956,18.7170,18.6591,18.6852,18.5538,18.5433,
2020/05/01 08:00,18.4940,18.7255,18.4782,18.6980,18.4345,18.5542,
2020/05/01 04:00,18.5081,18.5411,18.4835,18.5078,18.3181,18.5675,
2020/05/01 00:00,18.3691,18.6005,18.3109,18.5091,18.2560,18.5898,
2020/04/30 20:00,18.0883,18.3804,18.0208,18.3689,18.1847,18.6104,
2020/04/30 16:00,18.1157,18.1469,18.0146,18.0889,18.1393,18.6346,
2020/04/30 12:00,18.1994,18.2039,18.1017,18.1157,18.1782,18.6649,
2020/04/30 08:00,18.1503,18.2222,18.1347,18.1974,18.2592,18.7051,
2020/04/30 04:00,18.1431,18.1888,18.1037,18.1525,18.3255,18.7392,
2020/04/30 00:00,18.2826,18.2963,18.1357,18.1420,18.4070,18.7772,
2020/04/29 20:00,18.5218,18.5259,18.2471,18.2835,18.4973,18.8130,
2020/04/29 16:00,18.5276,18.5618,18.4356,18.5207,18.5687,18.8410,
2020/04/29 12:00,18.5595,18.5929,18.5112,18.5290,18.6006,18.8628,
2020/04/29 08:00,18.6001,18.6042,18.5528,18.5600,18.6083,18.8786,
2020/04/29 04:00,18.6393,18.6842,18.5835,18.5935,18.6688,18.8973,
2020/04/29 00:00,18.6800,18.7040,18.6031,18.6403,18.7133,18.9133,
2020/04/28 20:00,18.5657,18.7015,18.5588,18.6800,18.7390,18.9282,
2020/04/28 16:00,18.8640,18.8718,18.5472,18.5678,18.7593,18.9384,
2020/04/28 12:00,18.8181,18.8643,18.7844,18.8625,18.8158,18.9443,
2020/04/28 08:00,18.7716,18.8652,18.7627,18.8159,18.8078,18.9458,
2020/04/28 04:00,18.7814,18.7905,18.7596,18.7690,18.8129,18.9515,
2020/04/28 00:00,18.8524,18.8719,18.7692,18.7812,18.8506,18.9591,
2020/04/27 20:00,18.8220,18.8666,18.7569,18.8504,18.9006,18.9679,
2020/04/27 16:00,18.8323,18.9233,18.8050,18.8227,18.9433,18.9734,
2020/04/27 12:00,18.9465,18.9587,18.8053,18.8413,18.9838,18.9809,
2020/04/27 08:00,19.0312,19.0371,18.9491,18.9574,19.0102,18.9819,
2020/04/27 04:00,19.0210,19.0569,19.0170,19.0312,18.9878,18.9775,
2020/04/25 04:00,19.0226,19.0640,19.0185,19.0640,19.0057,18.9670,
2020/04/25 00:00,18.9713,19.0647,18.9493,19.0252,19.0032,18.9591,
2020/04/24 20:00,18.8465,19.0178,18.8462,18.9733,19.0187,18.9476,
2020/04/24 16:00,19.1172,19.1709,18.8270,18.8455,19.0312,18.9416,
2020/04/24 12:00,19.0483,19.1783,19.0477,19.1206,19.0586,18.9451,
2020/04/24 08:00,19.1047,19.1072,19.0183,19.0513,19.0480,18.9312,
2020/04/24 04:00,19.0379,19.1227,19.0379,19.1027,19.0225,18.9200,
2020/04/24 00:00,18.9822,19.1169,18.9552,19.0361,19.0072,18.9089,
2020/04/23 20:00,19.0665,19.1278,18.9367,18.9824,18.9986,18.8999,
2020/04/23 16:00,18.9220,19.1720,18.9057,19.0675,19.0050,18.8957,
2020/04/23 12:00,19.0263,19.0270,18.8655,18.9237,18.9784,18.8838,
2020/04/23 08:00,18.9931,19.0418,18.9716,19.0263,18.9367,18.8756,
2020/04/23 04:00,19.0149,19.0331,18.9809,18.9931,18.9115,18.8621,
2020/04/23 00:00,18.9367,19.0608,18.9311,19.0143,18.9043,18.8504,
2020/04/22 20:00,18.7158,18.9552,18.7141,18.9345,18.8933,18.8447,
2020/04/22 16:00,18.9156,18.9202,18.7138,18.7153,18.9066,18.8327,
2020/04/22 12:00,18.9559,19.0613,18.8878,18.9004,18.9615,18.8276,
2020/04/22 08:00,18.9555,19.0323,18.9344,18.9571,18.9833,18.8155,
2020/04/22 04:00,19.0002,19.0064,18.9161,18.9590,18.9651,18.8049,
2020/04/22 00:00,18.9911,19.0221,18.8792,19.0011,18.9426,18.7931,
2020/04/21 20:00,19.0109,19.0235,18.8321,18.9898,18.8961,18.7798,
2020/04/21 16:00,18.8656,19.1090,18.8477,19.0096,18.8715,18.7670,
2020/04/21 12:00,18.8469,18.8905,18.7937,18.8658,18.8175,18.7535,
2020/04/21 08:00,18.7685,18.8793,18.7617,18.8469,18.8090,18.7394,
2020/04/21 04:00,18.8658,18.8769,18.7582,18.7685,18.8259,18.7185,
2020/04/21 00:00,18.7421,18.8756,18.7302,18.8667,18.8271,18.6993,
2020/04/20 20:00,18.8225,18.8392,18.6993,18.7395,18.8078,18.6771,
2020/04/20 16:00,18.9302,18.9431,18.7260,18.8233,18.8250,18.6589,
2020/04/20 12:00,18.7746,18.9419,18.7652,18.9313,18.8225,18.6368,
2020/04/20 08:00,18.7691,18.8157,18.7564,18.7746,18.8119,18.6017,
2020/04/20 04:00,18.7786,18.8054,18.7211,18.7704,18.8109,18.5725,
2020/04/18 04:00,18.8061,18.8294,18.7695,18.8254,18.8005,18.5454,
2020/04/18 00:00,18.8805,18.9225,18.8034,18.8107,18.7731,18.5150,
2020/04/17 20:00,18.7689,18.9186,18.6757,18.8783,18.7511,18.4885,
2020/04/17 16:00,18.7177,18.8781,18.6650,18.7698,18.7497,18.4568,
2020/04/17 12:00,18.6906,18.7771,18.5914,18.7184,18.7229,18.4277,
2020/04/17 08:00,18.7004,18.7185,18.6168,18.6882,18.6965,18.4023,
2020/04/17 04:00,18.8765,18.9545,18.6510,18.7009,18.6787,18.3745,
2020/04/17 00:00,18.6349,18.9184,18.6208,18.8711,18.6769,18.3449,
2020/04/16 20:00,18.5867,18.6876,18.4873,18.6358,18.6355,18.3090,
2020/04/16 16:00,18.5988,18.6994,18.5593,18.5867,18.6422,18.2829,
2020/04/16 12:00,18.6946,18.7152,18.5808,18.5988,18.6584,18.2594,
2020/04/16 08:00,18.6662,18.7129,18.6625,18.6921,18.6731,18.2336,
2020/04/16 04:00,18.6701,18.7086,18.6288,18.6642,18.6376,18.2064,
2020/04/16 00:00,18.6654,18.7464,18.6329,18.6691,18.5695,18.1798,
2020/04/15 20:00,18.6703,18.8157,18.6209,18.6678,18.4934,18.1564,
2020/04/15 16:00,18.5176,18.7665,18.4892,18.6722,18.4222,18.1245,
2020/04/15 12:00,18.3211,18.5148,18.2720,18.5148,18.3445,18.0984,
2020/04/15 08:00,18.2889,18.3335,18.2889,18.3235,18.2960,18.0838,
2020/04/15 04:00,18.3088,18.3235,18.2835,18.2889,18.2418,18.0776,
2020/04/15 00:00,18.2824,18.4291,18.2671,18.3117,18.1931,18.0741,
2020/04/14 20:00,18.2658,18.3894,18.2061,18.2835,18.1494,18.0692,
2020/04/14 16:00,18.0534,18.3565,17.9740,18.2724,18.1057,18.0654,
2020/04/14 12:00,18.0457,18.0984,17.9787,18.0524,18.0810,18.0633,
2020/04/14 08:00,18.0932,18.1229,18.0295,18.0454,18.0874,18.0751,
2020/04/14 04:00,18.0659,18.1229,18.0649,18.0932,18.0867,18.0846,
2020/04/14 00:00,18.1473,18.1772,18.0376,18.0651,18.0847,18.0884,
2020/04/13 20:00,18.0845,18.1704,18.0051,18.1487,18.0706,18.0958,
2020/04/13 16:00,18.0390,18.1275,18.0360,18.0845,18.0331,18.1016,
2020/04/13 12:00,18.0752,18.1447,18.0222,18.0419,18.0108,18.1099,
2020/04/13 08:00,17.9950,18.0835,17.9920,18.0835,17.9989,18.1292,
2020/04/13 04:00,17.9894,17.9998,17.9831,17.9944,17.9824,18.1526,
2020/04/11 04:00,17.9725,17.9895,17.9557,17.9612,17.9743,18.1790,
2020/04/11 00:00,17.9826,17.9985,17.9581,17.9728,17.9844,18.2037,
2020/04/10 20:00,18.0113,18.0113,17.9304,17.9825,17.9896,18.2322,
2020/04/10 16:00,17.9575,18.0153,17.9295,18.0011,18.0098,18.2685,
2020/04/10 12:00,18.0122,18.0260,17.9515,17.9537,17.9838,18.3142,
2020/04/10 08:00,17.9919,18.0283,17.9887,18.0121,17.9971,18.3680,
2020/04/10 04:00,18.0860,18.1099,17.9484,17.9985,18.0245,18.4183,
2020/04/10 00:00,17.8704,18.1089,17.8696,18.0836,18.0583,18.4595,
2020/04/09 20:00,18.0189,18.0985,17.8387,17.8710,18.0819,18.4981,
2020/04/09 16:00,18.1486,18.1505,17.9946,18.0203,18.1458,18.5353,
2020/04/09 12:00,18.1656,18.2620,18.1476,18.1492,18.1793,18.5673,
2020/04/09 08:00,18.1971,18.1996,18.1517,18.1675,18.1937,18.5867,
2020/04/09 04:00,18.1912,18.2697,18.1844,18.2017,18.2297,18.6014,
2020/04/09 00:00,18.1885,18.2956,18.1141,18.1902,18.2455,18.6116,
2020/04/08 20:00,18.2248,18.2695,18.1514,18.1881,18.2454,18.6244,
2020/04/08 16:00,18.3473,18.4382,18.1067,18.2210,18.2575,18.6361,
2020/04/08 12:00,18.2964,18.4112,18.2795,18.3475,18.2721,18.6422,
2020/04/08 08:00,18.1888,18.3179,18.1780,18.2805,18.2613,18.6339,
2020/04/08 04:00,18.2430,18.3039,18.1290,18.1897,18.3098,18.6324,
2020/04/08 00:00,18.2943,18.3219,18.0834,18.2487,18.4058,18.6343,
2020/04/07 20:00,18.2935,18.3855,18.0717,18.2939,18.4867,18.6338,
2020/04/07 16:00,18.5177,18.5177,18.2285,18.2938,18.5438,18.6211,
2020/04/07 12:00,18.6212,18.6995,18.5066,18.5229,18.6219,18.6087,
2020/04/07 08:00,18.6005,18.6800,18.5955,18.6695,18.6953,18.5903,
2020/04/07 04:00,18.5846,18.7053,18.5846,18.6534,18.7903,18.5559,
2020/04/07 00:00,18.6982,18.7188,18.5205,18.5795,18.9196,18.5224,
2020/04/06 20:00,18.8890,18.9167,18.6844,18.6844,19.0576,18.4911,
2020/04/06 16:00,19.1462,19.1560,18.8095,18.8899,19.1260,18.4578,
2020/04/06 12:00,19.2977,19.3018,19.0812,19.1442,19.1581,18.4150,
2020/04/06 08:00,19.2719,19.3407,19.2008,19.2998,19.0895,18.3699,
2020/04/06 04:00,19.0422,19.2982,19.0226,19.2699,18.9935,18.3133,
2020/04/04 04:00,19.0544,19.0652,18.9447,19.0262,18.8665,18.2584,
2020/04/04 00:00,18.8040,19.0754,18.7815,19.0505,18.7683,18.2157,
2020/04/03 20:00,18.8174,18.8606,18.6705,18.8013,18.6492,18.1713,
2020/04/03 16:00,18.6364,18.8508,18.6282,18.8196,18.5909,18.1325,
2020/04/03 12:00,18.5371,18.6415,18.5073,18.6347,18.5234,18.0997,
2020/04/03 08:00,18.4555,18.5403,18.4374,18.5353,18.4710,18.0711,
2020/04/03 04:00,18.5095,18.5360,18.3912,18.4553,18.3918,18.0484,
2020/04/03 00:00,18.4803,18.6167,18.4341,18.5095,18.3495,18.0159,
2020/04/02 20:00,18.3739,18.6540,18.3454,18.4824,18.2951,17.9774,
2020/04/02 16:00,18.1398,18.3965,18.1153,18.3727,18.2460,17.9422,
2020/04/02 12:00,18.2413,18.2522,18.0715,18.1389,18.1664,17.9084,
2020/04/02 08:00,18.2371,18.2574,18.2196,18.2439,18.1356,17.8803,
2020/04/02 04:00,18.2381,18.2628,18.1752,18.2376,18.0992,17.8433,
2020/04/02 00:00,17.9758,18.2385,17.9507,18.2370,18.0135,17.8062,
2020/04/01 20:00,17.9850,18.0395,17.8507,17.9744,17.9297,17.7670,
2020/04/01 16:00,18.0612,18.0613,17.9423,17.9849,17.8940,17.7433,
2020/04/01 12:00,17.8134,18.0665,17.8119,18.0620,17.8676,17.7238,
2020/04/01 08:00,17.8162,17.8486,17.7968,17.8090,17.8188,17.6998,
2020/04/01 04:00,17.7920,17.8918,17.7785,17.8180,17.8603,17.6786,
2020/04/01 00:00,17.8512,17.8821,17.6409,17.7962,17.8739,17.6583,
2020/03/31 20:00,17.8190,17.9144,17.7751,17.8528,17.8940,17.6379,
2020/03/31 16:00,18.0159,18.0313,17.7905,17.8180,17.9153,17.6217,
2020/03/31 12:00,17.8920,18.0304,17.8765,18.0166,17.9399,17.6039,
2020/03/31 08:00,17.8965,17.9684,17.8661,17.8859,17.9028,17.5794,
2020/03/31 04:00,17.9505,17.9505,17.8609,17.8965,17.9254,17.5652,
2020/03/31 00:00,17.9430,18.0004,17.9249,17.9593,17.9300,17.5486,
2020/03/30 20:00,17.8302,18.0086,17.7671,17.9411,17.9319,17.5290,
2020/03/30 16:00,17.9970,18.0153,17.7801,17.8311,17.8722,17.5160,
2020/03/30 12:00,17.9195,18.0246,17.8732,17.9988,17.8152,17.5059,
2020/03/30 08:00,17.9688,17.9694,17.8225,17.9195,17.7361,17.4886,
2020/03/30 04:00,17.9990,17.9998,17.9530,17.9689,17.6575,17.4762,
2020/03/28 04:00,17.5475,17.6488,17.5444,17.6427,17.5512,17.4684,
2020/03/28 00:00,17.6041,17.6588,17.4697,17.5460,17.4865,17.4738,
2020/03/27 20:00,17.5248,17.6563,17.4725,17.6035,17.4391,17.4807,
2020/03/27 16:00,17.4497,17.5718,17.3918,17.5265,17.3701,17.4846,
2020/03/27 12:00,17.3153,17.4411,17.2848,17.4371,17.3412,17.4923,
2020/03/27 08:00,17.3110,17.3514,17.2939,17.3195,17.3531,17.5018,
2020/03/27 04:00,17.2539,17.3246,17.2504,17.3090,17.3818,17.5155,
2020/03/27 00:00,17.3820,17.3876,17.2282,17.2583,17.3758,17.5257,
2020/03/26 20:00,17.4951,17.5256,17.3533,17.3820,17.3858,17.5346,
2020/03/26 16:00,17.4668,17.5962,17.4170,17.4967,17.3670,17.5331,
2020/03/26 12:00,17.2830,17.4658,17.2790,17.4632,17.3572,17.5258,
2020/03/26 08:00,17.3130,17.3409,17.2523,17.2790,17.3393,17.5181,
2020/03/26 04:00,17.2867,17.3255,17.2491,17.3083,17.3639,17.5186,
2020/03/26 00:00,17.4459,17.4590,17.1580,17.2876,17.4085,17.5215,
2020/03/25 20:00,17.3758,17.5263,17.3508,17.4478,17.4472,17.5277,
2020/03/25 16:00,17.4023,17.4394,17.2488,17.3736,17.4517,17.5252,
2020/03/25 12:00,17.5258,17.5984,17.3822,17.4022,17.5002,17.5252,
2020/03/25 08:00,17.4805,17.5530,17.4581,17.5311,17.5355,17.5253,
2020/03/25 04:00,17.4686,17.5198,17.4370,17.4815,17.5426,17.5210,
2020/03/25 00:00,17.6126,17.6793,17.4344,17.4699,17.5683,17.5055,
2020/03/24 20:00,17.5767,17.6668,17.5141,17.6164,17.6291,17.4929,
2020/03/24 16:00,17.5636,17.7735,17.5193,17.5785,17.6612,17.4706,
2020/03/24 12:00,17.6088,17.6981,17.5540,17.5669,17.6891,17.4453,
2020/03/24 08:00,17.7777,17.7789,17.5939,17.6100,17.7162,17.4089,
2020/03/24 04:00,17.7762,17.8257,17.7030,17.7739,17.7379,17.3663,
2020/03/24 00:00,17.7182,17.7922,17.6275,17.7765,17.7178,17.3186,
2020/03/23 20:00,17.7025,17.7965,17.4788,17.7180,17.6948,17.2705,
2020/03/23 16:00,17.7139,17.8853,17.6565,17.7026,17.6643,17.2269,
2020/03/23 12:00,17.6747,17.7499,17.6457,17.7186,17.6201,17.1822,
2020/03/23 08:00,17.7065,17.7166,17.6340,17.6732,17.5450,17.1345,
2020/03/23 04:00,17.5163,17.6891,17.5156,17.6618,17.4731,17.0909,
2020/03/21 04:00,17.4667,17.5743,17.4667,17.5653,17.3950,17.0484,
2020/03/21 00:00,17.3450,17.5657,17.3316,17.4815,17.3402,17.0120,
2020/03/20 20:00,17.3123,17.5019,17.2047,17.3434,17.3200,16.9758,
2020/03/20 16:00,17.2709,17.3652,17.1438,17.3135,17.3399,16.9486,
2020/03/20 12:00,17.2945,17.3498,17.2386,17.2711,17.3543,16.9135,
2020/03/20 08:00,17.3810,17.4081,17.2848,17.2915,17.3746,16.8748,
2020/03/20 04:00,17.4488,17.5211,17.3270,17.3805,17.3974,16.8389,
2020/03/20 00:00,17.3878,17.4827,17.1755,17.4428,17.4063,16.7923,
2020/03/19 20:00,17.3685,17.4548,17.1206,17.3858,17.3363,16.7437,
2020/03/19 16:00,17.4080,17.4833,17.1555,17.3725,17.2902,16.6959,
2020/03/19 12:00,17.4264,17.5290,17.3808,17.4054,17.2274,16.6479,
2020/03/19 08:00,17.1923,17.4268,17.1890,17.4250,17.1353,16.6100,
2020/03/19 04:00,17.1541,17.2399,17.0044,17.0928,16.9820,16.5759,
2020/03/19 00:00,17.0575,17.4032,17.0053,17.1554,16.8725,16.5524,
2020/03/18 20:00,16.9482,17.0975,16.8955,17.0583,16.7575,16.5231,
2020/03/18 16:00,16.6575,16.9599,16.6575,16.9451,16.6606,16.4996,
2020/03/18 12:00,16.5451,16.7088,16.5340,16.6582,16.5974,16.4774,
2020/03/18 08:00,16.5444,16.5709,16.4950,16.5457,16.5829,16.4661,
2020/03/18 04:00,16.5772,16.6373,16.5040,16.5801,16.5785,16.4613,
2020/03/18 00:00,16.6303,16.6627,16.5441,16.5739,16.5794,16.4449,
2020/03/17 20:00,16.5850,16.7254,16.4682,16.6292,16.5846,16.4307,
2020/03/17 16:00,16.5282,16.6414,16.4265,16.5856,16.5899,16.4098,
2020/03/17 12:00,16.5864,16.6095,16.4746,16.5237,16.5877,16.3886,
2020/03/17 08:00,16.6032,16.6245,16.5070,16.5845,16.6159,16.3682,
2020/03/17 04:00,16.6620,16.7126,16.5997,16.6000,16.5860,16.3428,
2020/03/17 00:00,16.5759,16.6856,16.4763,16.6555,16.5270,16.3154,
2020/03/16 20:00,16.6612,16.6962,16.5466,16.5749,16.4745,16.2872,
2020/03/16 16:00,16.4400,16.7335,16.4341,16.6647,16.4028,16.2665,
2020/03/16 12:00,16.3099,16.4692,16.2607,16.4347,16.3153,16.2324,
2020/03/16 08:00,16.3952,16.4253,16.1876,16.3052,16.2666,16.2108,
2020/03/16 04:00,16.3101,16.4166,16.2742,16.3929,16.2397,16.1966,
